你家也很<span class="target">远</span>吗？		Nǐ jiā yě hěn yuǎn ma?	Is your house also far away?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG17BLH">A1: Simple "noun + adjective" sentences</a>	CGW
他是高。		他<span class="target">很</span>高。<br><br>Tā hěn gāo.	He is tall.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG17BLH">A1: Simple "noun + adjective" sentences</a>	<span class="red">訂</span> CGW <span class="red">正</span>
他<span class="target">非常</span>高。		Tā fēicháng gāo.	He is very tall.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG17BLH">A1: Simple "noun + adjective" sentences</a>	CGW
你<span class="target">怎么</span>知道我喜欢旅行？		Nǐ zěnme zhīdào wǒ xǐhuan lǚxíng?	How did you know I like to travel?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
你怎么<span class="target">上班</span>？坐<span class="target">地铁</span>吗？		Nǐ zěnme shàngbān? Zuò dìtiě ma?	How do you get to work? By metro?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
我不知道怎么<span class="target">跟</span>女孩子说话。		Wǒ bù zhīdào zěnme gēn nǚháizi shuōhuà.	I don't know how to talk to girls.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
<span class="target">芒果</span>怎么吃？		Mángguǒ zěnme chī?	How do you eat mangos?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
<span class="target">语法</span>怎么学？		Yǔfǎ zěnme xué?	How do you study grammar?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
"Apple"<span class="target">怎么说</span>？		Apple zěnme shuō?	How do you say apple?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGH2MNO">A1: How to do something with "zenme"</a>	CGW
我家有很多<span class="target">小狗</span>。		Wǒ jiā yǒu hěn duō xiǎo gǒu.	There are a lot of puppies in my home.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG04ZCI">A1: Expressing existence with "you"</a>	CGW
这个<span class="target">酒吧</span>有很多美女。		Zhège jiǔbā yǒu hěn duō měinǚ.	There are a lot of pretty girls in this bar.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG04ZCI">A1: Expressing existence with "you"</a>	CGW
你家有<span class="target">牛奶</span>吗？		Nǐ jiā yǒu niúnǎi ma?	Is there milk in your house?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG04ZCI">A1: Expressing existence with "you"</a>	CGW
房间<span class="target">里</span>有人吗？		Fángjiān lǐ yǒu rén ma?	Is there anyone in the room?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG04ZCI">A1: Expressing existence with "you"</a>	CGW
<span class="target">杯子</span>里有水吗？		Bēizi lǐ yǒu shuǐ ma?	Is there any water in the cup?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG04ZCI">A1: Expressing existence with "you"</a>	CGW
我们走<span class="target">吧</span>。		Wǒmen zǒu ba.	Let's go. (suggestion)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
<span class="target">快点</span>吃吧。		Kuài diǎn chī ba.	Hurry up and eat.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
我们去<span class="target">香港</span>吧。		Wǒmen qù Xiānggǎng ba.	Let's go to Hong Kong.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
<span class="target">休息</span>一下吧。		Xiūxi yīxià ba.	Take a break.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
我们结婚<span class="target">吧</span>。		Wǒmen jiéhūn ba.	Let's get married. (suggestion!)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
老板，<span class="target">便宜</span>一点吧。		Lǎobǎn, piányi yīdiǎn ba.	Boss, can you make it cheaper? (request)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMPZ6D">A1: Suggestions with "ba"</a>	CGW
我的<span class="target">爷爷</span>和<span class="target">奶奶</span>都70<span class="target">岁</span>。		Wǒ de yéye hé nǎinai dōu qīshí suì.	My grandpa and grandma are both 70 years old.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF">A1: Expressing "and" with "he"</a>	CGW
<span class="target">德语</span>和法语都很<span class="target">难</span>吗？		Déyǔ hé Fǎyǔ dōu hěn nán ma?	Are both German and French difficult?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF">A1: Expressing "and" with "he"</a>	CGW
今天和明天<span class="target">都可以吗</span>？		Jīntiān hé míngtiān dōu kěyǐ ma?	Are today and tomorrow both OK?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF">A1: Expressing "and" with "he"</a>	CGW
辣的<span class="target">还是</span>不辣的？		Là de háishì bù là de?	Spicy or non-spicy? (one or the other)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB">A1: Offering choices with "haishi"</a>	CGW
冰的<span class="target">还是</span>热的？		Bīng de háishì rè de?	Cold or hot?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB">A1: Offering choices with "haishi"</a>	CGW
你喜欢我<span class="target">还是</span>我的钱？		Nǐ xǐhuan wǒ háishì wǒ de qián?	Do you like me or my money?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB">A1: Offering choices with "haishi"</a>	CGW
A: 你好吗？<br>B: 我很好。你<span class="target">呢</span>？<br>A: 我也很好。		Nǐ hǎo ma?<br>Wǒ hěn hǎo. Nǐ ne?<br>Wǒ yě hěn hǎo.	EN			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
这个很好，那个<span class="target">呢</span>？		Zhège hěn hǎo, nàge ne?	This one is good. What about that one?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
这个<span class="target">用</span>中文怎么说？那个呢？		Zhège yòng Zhōngwén zěnme shuō? Nàge ne?	How do I say this in Chinese? And that?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
北京<span class="target">下雨</span>了。上海呢？		Běijīng xiàyǔ le. Shànghǎi ne?	It's raining in Beijing. How about in Shanghai?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
今天晚上没<span class="target">空</span>？明天晚上呢？		Jīntiān wǎnshang méi kòng? Míngtiān wǎnshang ne?	You don't have time tonight? What about tomorrow evening?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
钱<span class="target">呢</span>？<br>你妈妈<span class="target">呢</span>？<br>我的手机<span class="target">呢</span>？		Qián ne?<br>Nǐ māma ne?<br>Wǒ de shǒujī ne?	Where's the money?<br>Where's your mom?<br>Where's my cell phone?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGMJHZO">A1: Questions with "ne"</a>	CGW
他<span class="target">会</span>说中文。		Tā huì shuō Zhōngwén.	He can speak Chinese. (learned skill)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
我会<span class="target">写</span>汉字。		Wǒ huì xiě Hànzì.	I can write Chinese characters. (learned skill)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
你<span class="target">会做饭</span>吗？		Nǐ huì zuòfàn ma?	Can you cook food？			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
狗会<span class="target">唱歌</span>吗？		Gǒu huì chànggē ma?	Can dogs sing？			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
我<span class="target">不会</span>说英文。		Wǒ bù huì shuō Yīngwén.	I can't speak English.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
我奶奶<span class="target">不会</span>用电脑。		Wǒ nǎinai bù huì yòng diànnǎo.	My grandmother can't use a computer.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGRHM0E">A1: Expressing a learned skill with "hui"</a>	CGW
老板在<span class="target">外面</span>。		Lǎobǎn zài wàimiàn.	The boss  is outside.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLRWT8">A1: Expressing existence in a place with "zai"</a>	CGW
谁在<span class="target">楼上</span>？		Shéi zài lóushàng?	Who is upstairs?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLRWT8">A1: Expressing existence in a place with "zai"</a>	CGW
你爷爷今年80<span class="target">岁</span>吗？		Nǐ yéye jīnnián bāshí suì ma？	Is your grandpa eighty years old this year?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF">A1: Age with "sui"</a>	CGW
他女朋友也20岁吗？		Tā nǚpéngyou yě èrshí suì ma?	Is his girlfriend also twenty years old?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF">A1: Age with "sui"</a>	CGW
我的孩子一个岁。<br>我的孩子是一岁。		我的孩子一<span class="target">个</span>岁。<br>我的孩子<span class="target">是</span>一岁。<br><br>我的孩子一岁。<br><br>Wǒ de háizi yī suì.	My child is one year old.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF">A1: Age with "sui"</a>	<span class="red">訂</span> CGW <span class="red">正</span>
我儿子一岁<span class="target">半</span>。		Wǒ érzi yī suì bàn.	My son is one and a half years old.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF">A1: Age with "sui"</a>	CGW
两 or 二?<br><br>？个星期		两个星期<br>liǎng gè xīngqī	two weeks			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？块钱		两块钱<br>liǎng kuài qián	2 kuai / 2 RMB			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>第？		第二<br>dì-èr	#2; second			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>第？个		第二个<br>dì-èr gè	the second one			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？楼		二楼<br>èr lóu	second floor			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？十？个人		二十二个人<br>èrshí-èr gè rén	twenty-two people			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？年		两年<br>liǎng nián	two years			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？天		两天<br>liǎng tiān	two days			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？十块钱		二十块钱<br>èrshí kuài qián	20 RMB			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？百		两百 or 二百<br>liǎngbǎi or èrbǎi	200			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？号		二号<br>èr hào	#2; the second (of the month)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>十？		十二<br>shí'èr	12			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？个月		两个月<br>liǎng gè yuè	two months			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？点		两点<br>liǎng diǎn	2 o'clock			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？十		二十<br>èrshí	20			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？个小时		两个小时<br>liǎng gè xiǎoshí	two hours			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？千		两千<br>liǎng qiān	2,000			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？号线		二号线<br>èr hào xiàn	Line 2 (of the metro)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>第？次		第二次<br>dì-èr cì	the second time			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？次		两次<br>liǎng cì	two times / twice			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>？月		二月<br>Èryuè	February (the second month)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
两 or 二?<br><br>十？块钱		十二块钱<br>shí'èr kuài qián	12 RMB			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
我两个都要。		Wǒ liǎng gè dōu yào.	I want both of them.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGJ46H1">A1: Comparing "er" and "liang"</a>	CGW
我<span class="target">有</span>钱。		Wǒ yǒu qián.	I have money.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGOOCVO">A1: Expressing possession with "you"</a>	CGW
今天你有<span class="target">课</span>吗？		Jīntiān nǐ yǒu kè ma?	Do you have classes today?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGOOCVO">A1: Expressing possession with "you"</a>	CGW
小张<span class="target">没有</span>小李高。		Xiǎo Zhāng méiyǒu Xiǎo Lǐ gāo.	Xiao Zhang is not as tall as Xiao Li.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
小李没有小张<span class="target">矮</span>。		Xiǎo Lǐ méiyǒu Xiǎo Zhāng ǎi.	Xiao Li is not as short as Xiao Zhang.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
这个地方没有上海<span class="target">好玩</span>。		Zhège dìfang méiyǒu Shànghǎi hǎowán.	This place is not as fun as Shanghai.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
<span class="target">火车</span>没有飞机<span class="target">快</span>。		Huǒchē méiyǒu fēijī kuài.	Trains are not as fast as airplanes.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
他没有他弟弟<span class="target">聪明</span>。		Tā méiyǒu tā dìdi cōngming.	He's not as smart as his younger brother.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
<span class="target">拼音</span>没有汉字难。		Pīnyīn méiyǒu Hànzì nán.	Pinyin is not as difficult as Chinese characters.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
<span class="target">坐公交车</span>没有坐地铁<span class="target">方便</span>。		Zuò gōngjiāochē méiyǒu zuò dìtiě fāngbiàn.	Taking the bus is not as convenient as taking the metro.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGEAH5M">A2: Basic comparisons with "meiyou"</a>	CGW
<span class="target">昨天</span>我去了酒吧。<br>我<span class="target">昨天</span>去了酒吧。		Zuótiān wǒ qù le jiǔbā.<br>Wǒ zuótiān qù le jiǔbā.	Yesterday I went to the bar.<br>I went to the bar yesterday.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG5RWKO">A2: Time words and word order</a>	CGW
<span class="target">下个星期</span>他要回国。		Xià gè xīngqī tā yào huí guó.	Next week he is going back to his country.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG5RWKO">A2: Time words and word order</a>	CGW
<span class="target">明年</span>我要开一个公司。		Míngnián wǒ yào kāi yī gè gōngsī.	Next year I want to open a company.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG5RWKO">A2: Time words and word order</a>	CGW
你<span class="target">现在</span>能来我办公室吗？		Nǐ xiànzài néng lái wǒ bàngōngshì ma?	Can you come to my office now?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG5RWKO">A2: Time words and word order</a>	CGW
你学<span class="target">过</span>中文吗？		Nǐ xué guo Zhōngwén ma?	Have you ever studied Chinese?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
你见<span class="target">过</span>那个人吗？		Nǐ jiàn guo nàge rén ma?	Have you seen that person before?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
你看过这个<span class="target">电影</span>吗？		Nǐ kàn guo zhège diànyǐng ma?	Have you seen this movie?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
我<span class="target">没</span>想<span class="target">过</span>这个问题。		Wǒ méi xiǎng guo zhège wèntí.	I've never thought about this question before.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
我没学过这个<span class="target">词</span>。		Wǒ méi xué guo zhège cí.	I have never studied this word before.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
你们没见过<span class="target">美女</span>吗？		Nǐmen méi jiàn guo měinǚ ma?	Have you never seen beautiful girls before?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGQGV3P">A2: Expressing experiences with "guo"</a>	CGW
汉语很<span class="target">难</span>学。		Hànyǔ hěn nán xué.	Mandarin is hard to learn.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
这<span class="target">句话</span>很难<span class="target">懂</span>。		Zhè jù huà hěn nán dǒng.	This sentence is hard to understand.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
这个<span class="target">汉字</span>很难<span class="target">写</span>。		Zhège Hànzì hěn nán xiě.	This character is very difficult to write.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
你做的菜很<span class="target">难吃</span>。		Nǐ zuò de cài hěn nánchī.	The dishes you cook taste bad.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
这<span class="target">首歌</span>很难听。		Zhè shǒu gē hěn nántīng.	This song is terrible (hard to listen to).			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
这种花很<span class="target">难闻</span>。		Zhè zhǒng huā hěn nánwén.	This kind of flower smells bad.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
这件衣服很<span class="target">难看</span>吗？		Zhè jiàn yīfu hěn nánkàn ma?	Is this article of clothing ugly?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASG35T4H">A2: Expressing "difficult" with "nan"</a>	CGW
我<span class="target">饿了</span>。		Wǒ è le.	I'm hungry.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
妈妈<span class="target">老了</span>。		Māma lǎo le.	Mom has gotten old. (We aren't used to thinking of her as old, but she is now.)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
你<span class="target">胖了</span>。		Nǐ pàng le.	You've gotten fat.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
<span class="target">下雨了</span>。		Xià yǔ le.	It's raining. (It wasn't raining, but now it is.)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
他<span class="target">当经理</span>了。		Tā dāng jīnglǐ le.	He became a manager. (He wasn't a manager before.)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
我男朋友<span class="target">找到</span>新工作了。		Wǒ nánpéngyou zhǎodào xīn gōngzuò le.	My boyfriend has found a new job.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
我<span class="target">不买了</span>。		Wǒ bù mǎi le.	I'm not buying it now. (I had previously decided to buy it.)			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
我<span class="target">不</span>去看电影<span class="target">了</span>。		Wǒ bù qù kàn diànyǐng le.	I decided not to go to the movies.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGT185D">A2: Change of state with "le"</a>	CGW
明天你<span class="target">会</span>来吗？		Míngtiān nǐ huì lái ma?	Will you come tomorrow?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
明天<span class="target">会</span>下雨吗？		Míngtiān huì xiàyǔ ma?	Will it rain tomorrow?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
我出去<span class="target">一下</span>，很快会回来。		Wǒ chūqù yīxià, hěnkuài huì huílái.	I'm going out for a little while. I'll come back very soon.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
老板会<span class="target">同意</span>吗？		Lǎobǎn huì tóngyì ma?	Will the boss agree?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
<span class="target">下班以后</span>，我会给你打电话。		Xiàbān yǐhòu, wǒ huì gěi nǐ dǎ diànhuà.	After getting off work, I will give you a call.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
我们<span class="target">不会</span>告诉你。		Wǒmen bù huì gàosu nǐ.	We won't tell you.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
他<span class="target">不会</span>跟你结婚。		Tā bù huì gēn nǐ jiéhūn.	He won't marry you.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
<span class="target">今晚</span>我不会在外面吃饭。		Jīnwǎn wǒ bù huì zài wàimiàn chīfàn.	Tonight I will not eat out.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGW9737">A2: Expressing "will" with "hui"</a>	CGW
他们已经<span class="target">到</span>酒吧了。		Tāmen yǐjīng dào jiǔbā le.	They have already arrived at the bar.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
我<span class="target">刚</span>到家。		Wǒ gāng dào jiā.	I just got home.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
你到<span class="target">机场</span>了吗？		Nǐ dào jīchǎng le ma?	Have you arrived at the airport?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
我已经到<span class="target">火车站</span>了。		Wǒ yǐjīng dào huǒchēzhàn le.	I've already arrived at the train station.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
我们<span class="target">先</span>到北京，<span class="target">然后</span>到香港。		Wǒmen xiān dào Běijīng, ránhòu dào Xiānggǎng.	First we'll arrive in Beijing, then in Hong Kong.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
我下午在家，你可以<span class="target">到</span>我家<span class="target">来</span>。		Wǒ xiàwǔ zài jiā, nǐ kěyǐ dào wǒ jiā lái.	I'll be home this afternoon. You can come to my house.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
老板<span class="target">马上</span>到办公室去。		Lǎobǎn mǎshàng dào bàngōngshì qù.	The boss is going to the office right now.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
你们晚上<span class="target">到</span>哪儿吃饭啊？		Nǐmen wǎnshang dào nǎr chīfàn a?	Where will you all go to eat food this evening?			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
明天我要<span class="target">到</span>南京路<span class="target">买衣服</span>。		Míngtiān wǒ yào dào Nánjīng Lù mǎi yīfu.	Tomorrow I'll go to Nanjing Road to buy clothes.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
我跟朋友经常<span class="target">到</span>KTV<span class="target">唱歌</span>。		Wǒ gēn péngyou jīngcháng dào KTV chànggē.	I often go to Karaoke to sing songs with friends.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
今年<span class="target">春节</span>我要到女朋友家见她的<span class="target">父母</span>。		Jīnnián Chūnjié wǒ yào dào nǚpéngyou jiā jiàn tā de fùmǔ.	This Spring Festival I am going to my girlfriend's house to meet her parents.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
下个月我要<span class="target">到</span>美国<span class="target">出差</span>。		Xià gè yuè wǒ yào dào Měiguó chūchāi.	Next month I need to go to the USA on a business trip.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGLFX54">A2: Using "dao" to mean "to go to"</a>	CGW
? < 几 < ? << ?		1 < 几 < 5 << 10				<a href="https://resources.allsetlearning.com/chinese/grammar/ASGHC9CA">A2: Using "ji" to mean "several"</a>	CGW
我每天都要喝<span class="target">几</span>杯咖啡。		Wǒ měi tiān dōu yào hē jǐ bēi kāfēi.	Every day I have to drink a couple cups of coffee.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGHC9CA">A2: Using "ji" to mean "several"</a>	CGW
桌子上有<span class="target">几</span>本书。		Zhuōzi shàng yǒu jǐ běn shū.	There are a few books on the table.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGHC9CA">A2: Using "ji" to mean "several"</a>	CGW
<span class="target">只有</span>几个人去过那个地方。		Zhǐyǒu jǐ gè rén qù guo nàge dìfang.	Only a few people have been to that place.			<a href="https://resources.allsetlearning.com/chinese/grammar/ASGHC9CA">A2: Using "ji" to mean "several"</a>	CGW
